city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,experience_is_missing,education_level_is_missing,last_new_job_is_missing,company_size_is_missing,gender_is_missing,enrolled_university_is_missing,major_discipline_is_missing,company_type_is_missing
0.624,0,1,0,4,4,3,2,2,1,22,1,0,0,0,0,0,0,0,0
0.698,1,0,0,3,4,6,3,4,5,8,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,1,7,7,4,1,20,0,0,0,0,0,0,0,0,0
0.624,1,1,0,4,4,17,1,4,1,48,1,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,1,4,2,43,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,21,5,4,5,37,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,6,2,4,5,22,1,0,0,0,0,0,0,0,0
0.91,1,1,0,5,4,21,0,2,2,26,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,2,3,2,1,6,1,0,0,0,1,0,0,0,1
0.897,0,1,0,4,4,2,5,4,1,56,0,0,0,0,0,0,0,0,0
0.925,1,1,2,3,4,3,3,4,2,228,0,0,0,0,0,0,0,0,0
0.516,1,0,2,3,2,5,2,4,1,20,0,0,1,0,0,0,0,1,0
0.926,1,0,2,2,2,5,3,2,1,8,0,0,0,0,1,0,0,1,1
0.939,1,0,2,2,2,2,3,2,0,182,0,0,0,0,1,1,0,1,1
0.764,1,1,2,4,4,10,3,2,1,102,0,0,0,0,1,0,0,0,1
0.893,1,1,0,4,3,21,5,4,0,133,0,0,0,0,0,0,0,0,0
0.92,0,0,0,4,1,21,3,2,1,47,0,0,0,0,1,0,0,0,1
0.924,1,1,0,2,2,9,3,2,0,246,0,0,0,0,1,0,0,1,1
0.866,0,1,2,3,4,5,3,4,0,40,1,0,0,0,1,0,0,0,0
0.926,1,1,0,3,4,21,0,4,5,30,0,0,0,0,0,0,0,0,0
0.698,1,0,2,4,4,3,3,2,0,108,1,0,0,0,1,0,0,0,1
0.624,1,1,0,3,4,4,0,4,1,166,0,0,0,0,0,0,0,0,0
0.745,2,1,1,5,4,21,3,2,0,256,0,0,0,0,1,0,1,0,1
0.926,1,1,0,5,4,21,3,4,4,30,0,0,0,0,0,0,0,0,0
0.926,1,1,0,3,4,9,4,4,4,54,0,0,0,0,0,0,0,0,0
0.855,1,0,2,2,2,3,5,4,1,52,0,0,0,0,0,0,0,1,0
0.939,1,1,0,3,4,9,3,4,0,80,0,0,0,0,1,0,0,0,0
0.754,1,0,0,2,2,4,0,2,4,94,1,0,0,0,0,0,0,1,0
0.92,1,1,0,3,4,21,6,0,4,36,0,0,0,0,0,0,0,0,0
0.92,1,0,0,5,4,14,5,4,1,15,0,0,0,0,0,0,0,0,0
0.698,1,1,0,4,4,15,2,4,2,96,1,0,0,0,0,0,0,0,0
0.92,1,1,2,3,4,8,3,4,2,8,0,0,0,1,0,1,0,0,0
0.92,1,1,0,3,4,21,4,4,5,152,0,0,0,0,0,0,0,0,0
0.512,1,1,0,4,4,9,2,4,1,68,0,0,0,0,0,0,0,0,0
0.847,1,1,2,4,4,11,3,2,5,13,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,10,3,2,1,50,1,0,0,0,1,0,0,0,1
0.895,1,1,1,3,4,10,0,4,1,72,0,0,0,0,0,0,0,0,0
0.92,1,0,1,3,4,5,3,4,0,13,0,0,0,0,1,0,0,0,0
0.795,1,1,0,3,4,17,3,4,2,21,0,0,0,0,0,0,0,0,0
0.743,1,1,2,3,4,8,3,4,1,145,0,0,0,0,1,0,0,0,0
0.698,1,1,0,3,4,10,5,4,4,66,0,0,0,0,0,0,0,0,0
0.92,1,0,2,2,2,8,3,2,1,79,0,0,0,0,1,0,0,1,1
0.754,1,0,2,2,2,11,2,1,5,40,0,0,0,0,0,0,0,1,0
0.698,1,0,1,3,4,4,5,4,2,136,0,0,0,0,0,1,0,0,0
0.897,1,1,1,3,4,6,7,1,4,25,0,0,0,0,0,0,0,0,0
0.624,1,0,2,2,2,0,3,2,0,50,1,0,0,0,1,1,0,1,1
0.527,1,1,2,2,2,5,3,2,0,3,0,0,0,0,1,0,0,1,1
0.939,1,1,0,3,4,21,5,4,2,42,0,0,0,0,0,0,0,0,0
0.91,1,0,2,3,4,3,7,4,1,78,1,0,0,0,0,0,0,0,0
0.767,1,0,2,3,4,3,3,4,0,4,0,0,0,0,0,1,0,0,0
0.897,1,1,0,4,4,6,1,3,2,146,0,0,0,0,0,0,0,0,0
0.92,1,0,2,2,2,6,3,2,1,196,0,0,0,0,1,0,0,1,1
0.91,1,0,0,3,4,2,3,2,0,50,1,0,0,0,1,1,0,0,1
0.624,1,0,0,3,4,7,3,4,5,84,0,0,0,0,0,0,0,0,0
0.745,1,0,2,3,4,6,3,4,0,50,0,0,0,0,1,1,0,0,0
0.91,1,0,0,3,5,1,3,2,1,7,0,0,0,0,1,0,0,0,1
0.92,1,0,0,2,2,2,3,2,0,37,0,0,0,0,1,1,0,1,1
0.624,1,0,0,4,4,4,2,4,1,3,0,0,0,0,0,0,0,0,0
0.855,1,1,0,4,4,4,3,2,4,67,0,0,0,0,0,0,0,0,1
0.743,1,0,1,4,4,2,3,2,1,44,0,0,0,0,1,0,1,0,1
0.897,1,0,0,4,5,0,3,2,2,50,1,0,0,0,1,0,0,0,1
0.92,2,0,2,3,4,11,6,4,1,16,0,0,0,0,0,0,0,0,0
0.939,0,1,0,4,4,21,5,2,1,56,0,0,0,0,0,0,0,0,1
0.855,1,1,1,3,4,6,5,4,0,39,0,0,0,0,0,1,0,0,0
0.92,1,1,1,3,4,1,2,3,1,117,0,0,0,0,0,1,0,0,0
0.893,1,1,0,4,4,10,1,2,2,57,1,0,0,0,0,0,0,0,0
0.926,1,1,0,4,4,8,4,4,0,44,0,0,0,0,0,1,0,0,0
0.624,1,1,0,3,4,6,7,4,1,50,1,0,0,0,0,0,0,0,0
0.743,1,1,0,4,4,7,5,4,5,6,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,3,7,4,2,34,1,0,0,0,0,0,0,0,0
0.624,1,0,0,1,2,0,3,4,0,150,1,0,0,0,1,1,0,1,0
0.91,1,1,0,3,4,13,5,4,1,114,0,0,0,0,0,0,0,0,0
0.896,1,0,1,2,2,6,3,2,1,43,0,0,0,0,1,0,0,1,1
0.899,1,1,0,3,4,17,3,2,0,33,0,0,0,0,1,0,0,0,1
0.762,1,1,0,3,4,14,5,4,3,77,1,0,0,0,0,0,0,0,0
0.939,1,1,0,3,4,21,5,4,1,302,1,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,7,3,4,2,6,1,0,0,0,0,0,0,0,0
0.92,1,1,1,3,4,2,7,4,1,55,0,0,0,0,0,0,0,0,0
0.804,1,1,0,1,2,21,7,2,1,55,0,0,0,0,0,1,0,1,1
0.624,1,1,0,3,4,5,4,2,1,294,0,0,0,0,0,1,0,0,0
0.92,1,1,0,3,4,12,4,2,1,39,0,0,0,0,0,0,0,0,1
0.926,1,1,1,3,4,4,7,2,1,272,0,0,0,0,0,1,0,0,1
0.558,1,1,0,3,4,3,2,2,1,57,1,0,0,0,0,0,0,0,0
0.55,1,1,1,3,4,7,3,2,2,310,0,0,0,0,1,0,0,0,1
0.91,1,0,2,3,4,9,3,2,0,92,1,0,0,0,1,0,0,0,1
0.83,1,1,0,3,4,5,2,4,1,19,0,0,0,0,0,1,0,0,0
0.939,1,1,0,3,4,15,3,2,5,34,1,0,0,0,1,0,0,0,1
0.624,1,1,0,4,4,4,3,4,1,92,1,0,0,0,0,0,0,0,0
0.91,1,1,0,3,4,8,3,0,1,86,0,0,0,0,0,1,0,0,0
0.55,1,1,2,3,4,4,1,4,2,7,1,0,0,1,0,1,0,0,0
0.92,1,1,0,4,4,9,3,2,1,4,0,0,0,0,0,0,0,0,1
0.767,1,1,2,3,4,1,1,4,0,149,0,0,0,0,0,1,0,0,0
0.884,1,1,0,3,4,7,3,2,2,45,1,0,0,0,1,0,0,0,1
0.624,1,1,0,3,4,5,3,3,1,58,0,0,0,0,0,1,0,0,0
0.92,1,1,0,3,4,8,1,3,1,57,0,0,0,0,0,0,0,0,0
0.926,1,0,0,4,4,10,3,2,1,50,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,21,5,4,5,88,0,0,0,0,0,0,0,0,0
0.624,1,1,0,4,4,4,3,4,2,37,0,0,0,0,0,0,0,0,0
0.91,1,1,1,5,4,21,5,1,5,29,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,3,2,1,157,1,0,0,0,1,0,0,0,1
0.92,0,1,0,3,1,4,2,3,1,162,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,10,0,4,1,28,0,0,0,0,0,0,0,0,0
0.836,1,1,0,2,2,10,2,4,0,150,0,0,0,0,0,0,0,1,0
0.92,1,1,0,3,4,21,5,4,2,29,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,20,7,5,5,45,0,0,0,0,0,0,0,0,0
0.92,0,1,0,3,3,2,2,4,1,222,0,0,0,0,0,0,0,0,0
0.939,1,1,0,4,4,21,3,2,5,90,0,0,0,0,1,0,0,0,1
0.926,1,0,1,3,4,0,3,2,0,4,0,0,0,0,1,1,1,0,1
0.624,1,0,0,4,4,2,0,2,1,95,0,0,0,0,0,0,0,0,0
0.689,1,1,0,3,4,5,2,4,1,12,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,1,21,3,4,5,90,0,0,0,0,0,0,0,0,0
0.682,1,1,0,3,4,10,7,4,0,54,1,0,0,0,0,0,0,0,0
0.855,0,0,2,2,2,3,3,2,0,14,0,0,0,0,1,0,0,1,1
0.556,1,0,0,3,4,1,2,4,1,290,1,0,0,0,0,0,0,0,0
0.91,1,1,0,4,4,15,7,4,5,6,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,8,3,4,1,176,0,0,0,0,0,1,0,0,0
0.92,1,0,2,3,4,7,3,2,1,70,0,0,0,0,1,0,0,0,1
0.91,1,1,0,4,4,15,4,4,2,50,0,0,0,0,0,0,0,0,0
0.925,1,0,2,3,4,3,3,2,0,21,0,0,0,0,0,0,0,0,1
0.897,1,0,2,3,4,11,3,2,1,156,1,0,0,0,1,0,0,0,1
0.926,1,0,0,3,4,4,1,4,4,18,0,0,0,0,0,0,0,0,0
0.92,1,0,0,3,5,21,3,3,3,23,0,0,0,0,0,0,0,0,0
0.693,1,1,1,3,4,3,0,4,1,51,0,0,0,0,0,0,1,0,0
0.896,1,0,0,3,5,15,6,4,1,17,0,0,0,0,0,0,0,0,0
0.698,1,1,0,3,4,11,7,4,2,108,0,0,0,0,0,0,0,0,0
0.939,1,1,0,3,4,21,5,4,2,22,0,0,0,0,0,0,0,0,0
0.897,1,1,0,3,4,2,3,2,2,66,0,0,0,0,1,0,0,0,1
0.624,1,0,2,3,4,0,7,4,1,166,0,0,0,0,0,1,0,0,0
0.776,1,1,1,3,4,4,4,4,1,44,0,0,0,0,0,1,0,0,0
0.754,1,0,0,3,4,6,3,2,0,134,1,0,0,0,1,0,0,0,1
0.923,1,0,0,4,1,21,3,2,5,24,1,0,0,0,1,1,0,0,1
0.926,1,0,2,3,4,8,3,2,1,92,1,0,0,0,1,0,0,0,1
0.899,1,1,0,2,2,4,3,4,2,111,0,0,0,0,0,0,0,1,0
0.92,1,1,0,3,4,12,2,4,5,38,0,0,0,0,0,0,0,0,0
0.579,1,0,1,3,4,3,3,2,0,47,1,0,0,0,1,0,0,0,1
0.698,1,1,1,2,2,12,3,2,4,31,0,0,0,0,1,0,0,1,1
0.802,1,1,0,2,2,11,3,2,1,85,0,0,0,0,1,1,0,1,1
0.754,1,0,0,3,4,1,3,2,1,120,1,0,0,0,1,1,0,0,1
0.893,1,1,0,4,4,17,5,0,1,13,0,0,0,0,0,0,0,0,0
0.926,1,1,0,2,2,14,0,4,2,77,0,0,0,0,0,0,0,1,0
0.802,1,1,0,3,4,9,1,4,5,75,0,0,0,0,0,0,0,0,0
0.884,1,1,0,4,4,16,3,4,1,25,0,0,0,0,0,0,0,0,0
0.92,0,1,0,3,4,20,3,2,5,20,1,0,0,0,1,0,0,0,1
0.855,1,1,2,4,4,10,7,4,1,82,0,0,0,0,0,1,0,0,0
0.92,1,0,0,3,2,4,7,4,3,178,1,0,0,0,0,1,0,0,0
0.899,1,1,0,3,4,20,4,4,5,15,0,0,0,0,0,0,0,0,0
0.92,1,0,0,2,2,5,3,2,0,15,0,0,0,0,1,0,0,1,1
0.624,0,1,0,4,4,3,5,0,1,6,1,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,3,5,4,1,4,0,0,0,0,0,0,0,0,0
0.923,1,0,0,3,3,3,5,4,1,51,0,0,0,0,0,0,0,0,0
0.897,1,1,0,4,4,7,3,4,4,45,0,0,0,0,0,0,0,0,0
0.689,1,1,0,2,2,2,3,2,2,100,0,0,0,0,1,1,0,1,1
0.624,1,1,0,3,4,4,7,4,1,28,1,0,0,0,0,1,0,0,0
0.92,1,0,2,3,4,5,3,2,1,86,1,0,0,0,1,0,0,0,1
0.92,0,1,0,3,4,21,0,3,1,134,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,21,6,4,1,22,0,0,0,0,0,1,0,0,0
0.91,1,1,0,2,2,21,5,4,5,200,1,0,0,0,0,0,0,1,0
0.855,1,0,0,4,5,0,3,2,2,59,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,21,1,4,5,43,0,0,0,0,0,0,0,0,0
0.698,1,1,0,4,4,7,1,4,2,25,0,0,0,0,0,0,0,0,0
0.884,1,1,0,4,4,21,2,2,5,39,0,0,0,0,0,0,0,0,0
0.827,0,1,0,4,4,6,3,4,1,130,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,6,3,3,1,168,0,0,0,0,0,0,0,0,0
0.698,0,1,1,3,4,0,6,1,1,8,1,0,0,0,0,0,0,0,0
0.91,1,1,2,3,4,14,7,4,0,9,0,0,0,0,0,1,0,0,0
0.926,1,0,0,2,2,5,3,2,1,22,1,0,0,0,1,1,0,1,1
0.92,1,1,0,4,1,5,2,4,1,198,0,0,0,0,0,0,0,0,0
0.856,1,1,0,3,4,12,2,4,5,214,1,0,0,0,0,1,0,0,0
0.897,0,0,0,4,4,6,4,1,4,72,0,0,0,0,0,0,0,0,0
0.939,1,0,0,3,4,2,7,4,1,40,0,0,0,0,0,0,0,0,0
0.92,0,1,0,3,4,6,7,4,1,138,0,0,0,0,0,0,0,0,0
0.754,1,0,1,2,2,4,7,2,1,328,0,0,0,0,0,0,0,1,1
0.804,0,1,0,3,4,13,2,4,5,26,0,0,0,0,0,0,0,0,0
0.92,1,0,0,2,2,3,3,2,0,55,0,0,0,0,1,1,0,1,1
0.923,1,1,0,3,4,6,0,4,1,260,0,0,0,0,0,1,0,0,0
0.92,1,1,2,3,4,20,1,4,1,334,0,0,0,0,0,0,0,0,0
0.804,1,1,0,3,4,11,3,2,1,96,1,0,0,0,1,0,0,0,1
0.91,1,1,1,3,4,3,5,2,1,148,0,0,0,0,0,0,0,0,1
0.91,1,0,0,5,4,21,3,1,2,220,0,0,0,0,1,0,0,0,0
0.624,1,1,1,3,4,7,3,4,2,17,0,0,0,0,0,0,0,0,0
0.91,1,1,0,3,4,15,2,4,2,102,0,0,0,0,0,0,0,0,0
0.926,1,0,2,4,4,4,1,1,4,40,1,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,3,2,5,37,0,0,0,0,1,0,0,0,1
0.913,1,1,0,3,4,10,2,3,1,65,0,0,0,0,0,0,0,0,0
0.698,1,1,2,3,4,9,0,4,5,9,0,0,0,0,0,1,0,0,0
0.923,1,1,0,5,4,7,3,4,4,26,0,0,0,0,0,0,0,0,0
0.884,1,1,0,4,4,4,4,1,2,41,0,0,0,0,0,0,0,0,0
0.827,1,1,0,3,4,14,3,2,1,109,0,0,0,0,1,0,0,0,1
0.855,1,1,2,3,4,7,5,4,2,34,1,0,0,0,0,0,0,0,0
0.855,1,1,0,4,4,16,3,2,1,18,0,0,0,0,1,1,0,0,1
0.624,1,1,0,3,4,11,3,2,1,106,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,3,21,3,4,5,79,0,0,0,0,0,0,0,0,0
0.899,1,0,2,1,2,3,3,2,2,58,0,0,0,0,1,0,0,1,1
0.762,0,0,2,3,4,3,3,0,5,122,1,0,0,0,1,0,0,0,0
0.767,1,0,2,3,4,3,3,0,0,168,1,0,0,0,1,1,0,0,0
0.92,1,0,0,4,1,21,2,4,5,118,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,10,7,4,1,56,0,0,0,0,0,1,0,0,0
0.698,1,1,0,3,4,9,1,4,2,72,0,0,0,0,0,1,0,0,0
0.92,1,1,0,2,2,14,2,4,4,94,0,0,0,0,0,0,0,1,0
0.698,1,1,0,2,2,12,2,2,1,48,1,0,0,0,0,1,0,1,1
0.92,1,1,0,4,4,21,2,3,5,97,0,0,0,0,0,0,0,0,0
0.884,1,0,0,3,4,21,3,2,5,132,0,0,0,0,1,0,0,0,1
0.527,1,0,2,2,2,4,3,2,1,14,1,0,0,0,1,0,0,1,1
0.624,1,1,1,3,4,3,1,4,2,328,1,0,0,0,0,0,0,0,0
0.91,1,1,2,3,4,2,6,4,1,170,0,0,0,0,0,0,0,0,0
0.893,1,1,1,3,4,12,6,4,2,34,0,0,0,0,0,0,0,0,0
0.949,1,0,0,2,2,2,3,4,0,12,0,0,0,0,1,0,0,1,0
0.624,0,1,0,3,4,8,6,4,2,66,0,0,0,0,0,0,0,0,0
0.92,0,1,0,3,4,11,2,4,5,45,0,0,0,0,0,0,0,0,0
0.924,1,0,0,1,2,0,3,2,0,244,0,0,0,0,1,0,0,1,1
0.92,1,1,0,2,2,10,2,4,1,57,0,0,0,0,0,0,0,1,0
0.698,1,0,2,3,4,5,7,4,1,170,0,0,0,0,0,1,0,0,0
0.855,2,0,2,3,4,4,7,4,2,25,0,0,0,0,0,0,0,0,0
0.91,1,0,0,1,2,3,3,2,0,141,0,0,0,0,1,1,0,1,1
0.897,1,1,0,4,4,19,0,2,1,18,0,0,0,0,0,0,0,0,0
0.624,1,0,0,3,4,5,7,4,2,36,0,0,0,0,0,1,0,0,0
0.804,0,1,0,4,4,14,0,4,5,92,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,15,6,4,5,20,0,0,0,0,0,0,0,0,0
0.926,1,0,2,2,2,8,3,2,1,79,0,0,0,0,1,1,0,1,1
0.91,1,0,0,3,5,7,7,4,2,18,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,1,18,6,5,5,52,0,0,0,0,0,0,0,0,0
0.926,1,1,0,2,2,13,3,4,5,118,0,0,0,0,0,0,0,1,0
0.923,1,1,0,3,4,12,3,2,1,17,0,0,0,0,1,0,0,0,1
0.939,1,1,0,3,4,21,3,2,5,64,0,0,0,0,1,1,0,0,1
0.926,1,1,0,3,4,5,7,2,1,50,0,0,0,0,0,0,0,0,1
0.55,1,1,0,4,4,17,5,1,5,107,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,6,1,2,0,26,0,0,0,0,0,1,0,0,1
0.666,1,0,2,3,4,5,3,2,1,38,1,0,0,0,1,1,0,0,1
0.624,0,0,2,3,4,4,3,2,0,102,1,0,0,0,1,0,0,0,1
0.92,0,1,0,3,4,4,3,1,2,142,0,0,0,0,1,0,0,0,0
0.754,1,1,2,3,4,4,2,2,1,49,0,0,0,0,0,1,0,0,1
0.624,1,1,0,3,4,9,4,4,4,144,1,0,0,0,0,0,0,0,0
0.689,1,0,1,1,2,2,3,2,0,20,1,0,0,0,1,1,0,1,1
0.742,1,1,0,3,4,12,2,4,1,30,0,0,0,0,0,0,0,0,0
0.91,1,1,2,3,4,17,3,4,5,26,0,0,0,0,0,0,0,0,0
0.92,0,1,0,4,4,21,3,2,1,64,1,0,0,0,1,0,0,0,1
0.855,1,1,0,4,4,7,3,4,2,8,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,1,21,5,1,5,234,0,0,0,0,0,1,0,0,0
0.92,1,1,0,3,4,21,3,2,1,43,1,0,0,0,1,0,0,0,1
0.897,1,1,0,4,4,10,2,3,3,40,0,0,0,0,0,0,0,0,0
0.74,1,1,0,3,4,10,5,4,5,242,0,0,0,0,0,1,0,0,0
0.448,1,1,1,4,4,6,3,2,1,18,1,0,0,0,1,1,0,0,1
0.939,1,1,0,3,3,21,3,2,5,28,0,0,0,0,1,0,0,0,1
0.698,1,1,0,3,4,10,0,4,1,8,0,0,0,0,0,0,0,0,0
0.925,1,1,0,4,4,9,3,2,1,34,0,0,0,0,1,0,0,0,1
0.939,1,1,0,3,4,16,7,4,3,28,0,0,0,0,0,0,0,0,0
0.624,1,1,2,3,4,5,4,4,4,12,1,0,0,0,0,0,0,0,0
0.878,1,1,0,4,4,15,3,2,1,322,0,0,0,0,1,0,0,0,1
0.92,1,0,1,3,4,3,3,2,1,43,0,0,0,0,1,0,0,0,1
0.939,1,0,2,2,2,2,7,2,0,204,0,0,0,0,0,0,0,1,1
0.92,1,1,0,3,4,21,4,1,3,52,1,0,0,0,0,0,0,0,0
0.884,1,1,0,4,4,12,3,2,5,19,1,0,0,0,1,1,0,0,1
0.92,0,1,0,3,4,4,3,2,1,11,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,21,4,4,5,9,0,0,0,0,0,0,0,0,0
0.624,0,0,2,3,4,7,3,2,0,33,1,0,0,0,1,0,0,0,1
0.794,1,1,2,3,4,14,3,2,1,100,0,0,0,0,1,0,0,0,1
0.866,1,1,2,3,4,8,0,4,2,288,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,3,4,5,41,1,0,0,0,1,0,0,0,0
0.738,1,1,2,3,4,12,3,2,4,91,1,0,0,0,1,0,0,0,1
0.855,1,1,2,3,4,9,0,2,1,24,0,0,0,0,0,1,0,0,0
0.92,1,1,0,3,2,10,3,2,2,8,0,0,0,0,1,0,0,0,1
0.926,1,1,0,4,4,11,2,4,1,91,0,0,0,0,0,1,0,0,0
0.924,1,0,0,2,2,21,2,2,1,15,0,0,0,0,0,0,0,1,1
0.624,1,1,0,3,4,7,7,4,1,123,0,0,0,0,0,1,0,0,0
0.897,1,1,0,4,4,5,2,4,1,84,0,0,0,0,0,0,0,0,0
0.698,1,1,0,3,4,10,3,4,5,15,0,0,0,0,0,0,0,0,0
0.887,1,0,2,2,2,7,3,2,1,12,0,0,0,0,1,0,0,1,1
0.92,1,1,0,3,4,19,5,4,5,57,0,0,0,0,0,0,0,0,0
0.92,0,0,2,2,2,9,3,2,1,105,1,0,0,0,1,0,0,1,1
0.89,1,1,2,3,4,6,2,4,1,48,0,0,0,0,0,0,0,0,0
0.769,1,1,0,4,0,9,3,2,1,50,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,3,2,4,5,7,0,0,0,0,0,0,0,0,0
0.698,1,1,0,4,4,14,5,4,5,29,1,0,0,0,0,0,0,0,0
0.939,1,1,0,5,4,21,1,4,5,122,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,2,1,1,2,36,1,0,0,1,0,1,0,0,0
0.92,1,0,0,1,2,3,3,2,0,73,0,0,0,0,1,0,0,1,1
0.647,1,1,0,4,4,11,7,4,5,110,0,0,0,0,0,0,0,0,0
0.91,1,1,0,3,4,21,7,4,5,130,0,0,0,0,0,0,0,0,0
0.913,1,1,0,3,4,12,1,4,1,58,0,0,0,0,0,0,0,0,0
0.624,1,0,2,2,2,0,3,2,0,61,1,0,0,0,1,0,0,1,1
0.91,1,1,0,3,4,21,3,2,2,79,0,0,0,0,1,0,0,0,1
0.624,1,1,2,5,4,4,1,0,2,17,0,0,0,0,0,0,0,0,0
0.897,1,1,1,3,4,3,0,4,1,29,0,0,0,0,0,0,0,0,0
0.855,1,1,0,2,2,5,2,4,3,57,0,0,0,0,0,0,0,1,0
0.893,1,1,0,4,4,12,7,4,1,42,0,0,0,0,0,0,0,0,0
0.91,1,1,0,4,4,8,5,4,1,14,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,4,2,4,1,89,1,0,0,0,0,0,0,0,0
0.923,1,1,0,3,4,5,7,4,2,17,0,0,0,0,0,1,0,0,0
0.624,1,1,0,4,4,6,2,4,5,23,0,0,0,0,0,0,0,0,0
0.92,1,0,2,3,4,6,7,4,1,25,0,0,0,0,0,0,0,0,0
0.624,1,1,2,4,4,7,3,4,1,154,0,0,0,0,0,0,0,0,0
0.579,1,0,2,3,4,4,0,1,1,135,0,0,0,0,0,1,0,0,0
0.926,1,1,0,3,4,7,3,4,3,11,1,0,0,0,0,0,0,0,0
0.91,1,1,0,2,2,19,3,4,2,20,0,0,0,0,0,1,0,1,0
0.92,1,1,0,4,1,1,3,2,0,48,1,0,0,0,1,0,0,0,1
0.92,1,0,0,2,2,2,3,2,0,91,0,0,0,0,1,1,0,1,1
0.762,1,0,2,2,2,8,3,2,1,36,0,0,0,0,1,0,0,1,1
0.866,1,1,0,3,4,13,3,2,1,46,1,0,0,0,1,0,0,0,1
0.92,1,1,0,4,4,12,7,4,2,36,0,0,0,0,0,0,0,0,0
0.776,0,1,0,4,4,15,5,4,2,25,0,0,0,0,0,0,0,0,0
0.91,1,1,0,3,4,10,6,4,1,40,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,1,3,1,2,1,30,0,0,0,0,0,0,0,0,0
0.691,0,1,2,3,4,10,1,2,1,64,0,0,0,0,0,0,0,0,1
0.666,1,1,0,3,4,12,4,4,2,15,1,0,0,0,0,0,0,0,0
0.666,1,1,0,3,4,8,1,4,1,96,0,0,0,0,0,0,0,0,0
0.897,1,1,0,4,4,5,0,4,1,76,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,0,3,1,39,0,0,0,0,0,0,0,0,0
0.92,1,0,2,3,5,2,3,2,1,72,0,0,0,0,1,0,0,0,1
0.92,1,0,1,3,2,3,3,2,0,112,0,0,1,0,1,1,0,1,1
0.923,1,0,2,2,2,1,0,3,1,105,0,0,0,0,0,0,0,1,0
0.926,1,1,0,3,4,17,6,4,5,3,0,0,0,0,0,0,0,0,0
0.92,1,1,1,3,4,7,6,1,4,110,0,0,0,0,0,1,0,0,0
0.624,1,1,0,3,4,7,3,2,0,84,1,0,0,0,1,0,0,0,1
0.836,0,0,0,4,4,6,4,3,1,22,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,16,7,1,5,17,0,0,0,0,0,0,0,0,0
0.913,1,1,0,3,1,21,3,2,0,42,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,7,2,4,2,100,0,0,0,0,0,0,0,0,0
0.895,1,0,0,2,2,7,3,2,4,32,0,0,0,0,1,0,0,1,1
0.795,1,1,0,2,2,5,5,4,1,49,0,0,0,0,0,0,0,1,0
0.722,1,1,0,3,4,8,3,2,1,324,0,0,0,0,1,0,0,0,1
0.682,1,0,2,3,4,0,3,2,1,21,1,0,0,0,1,0,0,0,1
0.555,1,1,0,3,4,2,3,2,1,29,0,0,0,0,1,1,0,0,1
0.926,1,1,0,5,4,21,2,4,5,25,0,0,0,0,0,0,0,0,0
0.855,1,0,1,2,2,4,2,4,2,96,0,0,0,0,0,0,0,1,0
0.92,1,1,0,3,4,6,7,4,2,13,0,0,0,0,0,0,0,0,0
0.92,1,0,0,1,2,6,3,2,1,34,0,0,0,0,1,1,0,1,1
0.91,1,0,2,2,2,5,3,2,1,44,0,0,0,0,1,0,0,1,1
0.92,1,1,0,3,4,21,0,4,5,36,0,0,0,0,0,0,0,0,0
0.897,2,0,1,3,4,1,2,3,1,45,1,0,0,0,0,0,0,0,0
0.91,1,1,0,3,4,21,2,4,4,50,0,0,0,0,0,0,0,0,0
